FECHA;DEMANDA_GAS;TMAX;TMIN
02/28/1999;5936.00;19;12.8
03/01/1999;7061.00;18.3;8
03/02/1999;7259.00;21.6;5.4
03/03/1999;7235.00;23;5.8
03/04/1999;7374.00;16.4;10.6
03/05/1999;7425.00;16.6;9.4
03/06/1999;6611.00;18.3;5.6
03/07/1999;6126.00;18.2;4.4
03/08/1999;7174.00;21.5;5
03/09/1999;7436.00;18.2;5.6
03/10/1999;7464.00;19.3;8
03/11/1999;7471.00;18.5;8.3
03/12/1999;7387.00;17.8;11.5
03/13/1999;6566.00;19.8;11.4
03/14/1999;6140.00;14;12.4
03/15/1999;7270.00;14.3;12
03/16/1999;7458.00;21.5;7.8
03/17/1999;7210.00;23;11
03/18/1999;7066.00;20.8;8.3
03/19/1999;6222.00;22.5;7.4
03/20/1999;6048.00;19;10
03/21/1999;5826.00;19;9.4
03/22/1999;6931.00;22.4;9.3
03/23/1999;7194.00;18;7
03/24/1999;7336.00;14;9
03/25/1999;7260.00;21.5;10.3
03/26/1999;7486.00;18.3;10.8
03/27/1999;6812.00;18.5;9.8
03/28/1999;6090.00;21.3;8.3
03/29/1999;7226.00;21;7.3
03/30/1999;7340.00;22.4;7.4
03/31/1999;7288.00;19.5;8.5
04/01/1999;6948.00;21;8.7
04/02/1999;5762.00;24.3;10
04/03/1999;5291.00;26.3;10.4
04/04/1999;4818.00;24;13
04/05/1999;4869.00;24.3;11.7
04/06/1999;6092.00;26.4;11
04/07/1999;6284.00;22;11.8
04/08/1999;6483.00;25.8;11
04/09/1999;6537.00;21;8.8
04/10/1999;5898.00;28.5;8
04/11/1999;5256.00;23.7;11.4
04/12/1999;6045.00;25.5;8.7
04/13/1999;6914.00;23.7;13.3
04/14/1999;7160.00;20.5;9
04/15/1999;7141.00;17;10.3
04/16/1999;7343.00;19.5;5
04/17/1999;6474.00;19.7;11.4
04/18/1999;5901.00;21.8;7.4
04/19/1999;7039.00;22;8.8
04/20/1999;7258.00;27;11.7
04/21/1999;7145.00;27;20.4
04/22/1999;7158.00;27.3;15.5
04/23/1999;7202.00;26;13.5
04/24/1999;6569.00;22.8;11
04/25/1999;6171.00;25.5;9.4
04/26/1999;7171.00;25.5;12.4
04/27/1999;7597.00;18.5;14.5
04/28/1999;7624.00;18.8;13.8
04/29/1999;7608.00;23.4;10.3
04/30/1999;7385.00;24;12.3
05/01/1999;6457.00;22.5;12.1
05/02/1999;6145.00;23.9;13.8
05/03/1999;7378.00;23.8;14.7
05/04/1999;7440.00;27.7;14
05/05/1999;7378.00;30.5;19.5
05/06/1999;7411.00;26.5;17.3
05/07/1999;7467.00;24.8;17
05/08/1999;6574.00;26;17.3
05/09/1999;6136.00;23.8;14.3
05/10/1999;7066.00;26;15.5
05/11/1999;7251.00;26.8;15
05/12/1999;7253.00;25.5;15
05/13/1999;7390.00;24.5;17.3
05/14/1999;7199.00;36;11
05/15/1999;6435.00;25.5;18.4
05/16/1999;5958.00;23;18.8
05/17/1999;6891.00;27.3;17.4
05/18/1999;7293.00;26;15.5
05/19/1999;7431.00;23.4;14
05/20/1999;7400.00;26;12.4
05/21/1999;7370.00;25.5;15
05/22/1999;6618.00;28.5;13.4
05/23/1999;6017.00;25.8;14.4
05/24/1999;7146.00;25.5;14
05/25/1999;7343.00;26.5;14
05/26/1999;7300.00;26.5;15.4
05/27/1999;7290.00;28;17.8
05/28/1999;7257.00;25;16
05/29/1999;6400.00;24.3;19.3
05/30/1999;6024.00;24.3;18.5
05/31/1999;6937.00;26.8;19.5
06/01/1999;7096.00;27.8;19
06/02/1999;7141.00;32.3;18
06/03/1999;7165.00;34.8;18
06/04/1999;7106.00;26;18.5
06/05/1999;6230.00;30.3;18.3
06/06/1999;5589.00;26;18.8
06/07/1999;6516.00;26;17.8
06/08/1999;7171.00;23.5;18
06/09/1999;7100.00;24;15.8
06/10/1999;7160.00;26.4;14.8
06/11/1999;7247.00;26.7;16
06/12/1999;6383.00;27.5;16.7
06/13/1999;5874.00;28;18.7
06/14/1999;6975.00;26.7;18.5
06/15/1999;7182.00;27.8;17.8
06/16/1999;7012.00;28.5;18.4
06/17/1999;7049.00;26.5;21
06/18/1999;7143.00;27;18.5
06/19/1999;6406.00;29;17.8
06/20/1999;6082.00;27.3;17.5
06/21/1999;7067.00;30.5;19
06/22/1999;7489.00;23.8;21.3
06/23/1999;7468.00;27.4;18.8
06/24/1999;7320.00;27.7;17.5
06/25/1999;7300.00;28.7;17.3
06/26/1999;6445.00;28.8;18.3
06/27/1999;5809.00;29.8;18.8
06/28/1999;6873.00;26.5;20.7
06/29/1999;7265.00;29.4;19.4
06/30/1999;7059.00;29;20
07/01/1999;7472.00;30.5;19.3
07/02/1999;7278.00;30.5;20.3
07/03/1999;6452.00;29.5;20.7
07/04/1999;5895.00;31.3;20.4
07/05/1999;7047.00;30.7;21.8
07/06/1999;7477.00;30;20.7
07/07/1999;7666.00;29;22.3
07/08/1999;7587.00;29.4;20.3
07/09/1999;7376.00;30.4;20.3
07/10/1999;6554.00;30.5;20.5
07/11/1999;6063.00;30;22.8
07/12/1999;7047.00;29.5;20
07/13/1999;7312.00;30;20.7
07/14/1999;7408.00;30;21.3
07/15/1999;7352.00;30.5;20
07/16/1999;7289.00;31;21.7
07/17/1999;6565.00;30.8;21
07/18/1999;6111.00;29;22.3
07/19/1999;7138.00;30.5;22.8
07/20/1999;7354.00;31.7;21.8
07/21/1999;7324.00;30;21.3
07/22/1999;7158.00;32;22
07/23/1999;7135.00;29.3;23.3
07/24/1999;6320.00;31.3;23.4
07/25/1999;5647.00;30.7;23.8
07/26/1999;6714.00;30.3;23.3
07/27/1999;6873.00;29;22.7
07/28/1999;6931.00;30.3;17.7
07/29/1999;6982.00;31;19.8
07/30/1999;6895.00;30.8;21.7
07/31/1999;6038.00;30;23.7
08/01/1999;5724.00;29.5;21
08/02/1999;6176.00;30.4;21.9
08/03/1999;6273.00;29.7;22.3
08/04/1999;6185.00;33;22
08/05/1999;6259.00;31.5;23.5
08/06/1999;6056.00;33.3;24.3
08/07/1999;5417.00;32.3;23.7
08/08/1999;4922.00;35;24.5
08/09/1999;5007.00;35.3;22.8
08/10/1999;5149.00;32;22
08/11/1999;5085.00;30.8;21.4
08/12/1999;5154.00;31.7;21
08/13/1999;5021.00;29.4;19
08/14/1999;4480.00;31;22.8
08/15/1999;3925.00;31.3;21.7
08/16/1999;4009.00;35.3;22.4
08/17/1999;4061.00;33;25.4
08/18/1999;4036.00;31.4;22.7
08/19/1999;4156.00;28.5;25.7
08/20/1999;4232.00;31;22.3
08/21/1999;3893.00;32;23
08/22/1999;3609.00;31.8;22
08/23/1999;4047.00;31.5;21.9
08/24/1999;4158.00;31.3;22.4
08/25/1999;4403.00;32;23
08/26/1999;4624.00;34.9;24.4
08/27/1999;4633.00;32.3;22
08/28/1999;4217.00;31.8;22.8
08/29/1999;4025.00;30.4;23.7
08/30/1999;5048.00;31.3;22.8
08/31/1999;5577.00;30;23
09/01/1999;5952.00;29.5;23
09/02/1999;6299.00;33;21.7
09/03/1999;6297.00;37;20.8
09/04/1999;5516.00;29;23.5
09/05/1999;5167.00;29.3;20.4
09/06/1999;6346.00;29.5;19.8
09/07/1999;7042.00;27.8;18.3
09/08/1999;7364.00;28.5;19.4
09/09/1999;7394.00;31;19.7
09/10/1999;7347.00;30.3;19.4
09/11/1999;6704.00;29.8;19
09/12/1999;6051.00;29.5;20.4
09/13/1999;7405.00;28.5;20
09/14/1999;7723.00;26.8;20.8
09/15/1999;7813.00;29;16.4
09/16/1999;7531.00;32.7;21
09/17/1999;7487.00;31.5;19.5
09/18/1999;6828.00;28;17.3
09/19/1999;6286.00;20.5;20
09/20/1999;7386.00;25.5;14.4
09/21/1999;7611.00;29.3;18
09/22/1999;7436.00;28.7;17.3
09/23/1999;7555.00;31;17.3
09/24/1999;7401.00;30.5;18.7
09/25/1999;6462.00;27.4;18.4
09/26/1999;5914.00;29;16.7
09/27/1999;7060.00;28.5;16.4
09/28/1999;7445.00;32;16.3
09/29/1999;7530.00;33.7;16.8
09/30/1999;7576.00;31.3;20
10/01/1999;7609.00;27;15
10/02/1999;6787.00;28.4;14.7
10/03/1999;6204.00;31;15.8
10/04/1999;7294.00;23.8;18.7
10/05/1999;7727.00;24;16
10/06/1999;7757.00;18.7;17.4
10/07/1999;7992.00;20.3;15
10/08/1999;7980.00;25;15
10/09/1999;7067.00;23.3;15
10/10/1999;6559.00;24;11.7
10/11/1999;7181.00;22.5;16.5
10/12/1999;6859.00;19.5;16.8
10/13/1999;7777.00;27;14.3
10/14/1999;7943.00;25.5;15.8
10/15/1999;8116.00;26.7;14.5
10/16/1999;7176.00;26.5;14.3
10/17/1999;6500.00;24.5;16.4
10/18/1999;7628.00;23;14.4
10/19/1999;7862.00;23.8;13.5
10/20/1999;7976.00;16.5;13.4
10/21/1999;7981.00;22.3;14
10/22/1999;8056.00;25.8;17.7
10/23/1999;6996.00;24.4;17.3
10/24/1999;6445.00;21.3;18
10/25/1999;7551.00;22.3;13.3
10/26/1999;7669.00;18;13.5
10/27/1999;7806.00;20.3;15.7
10/28/1999;7794.00;24;14.3
10/29/1999;7808.00;26;17.3
10/30/1999;6877.00;26.3;15.3
10/31/1999;6579.00;24.5;14
11/01/1999;6421.00;24;12
11/02/1999;7667.00;25.3;13.7
11/03/1999;8042.00;20.7;14
11/04/1999;8209.00;23.5;9.4
11/05/1999;8167.00;20.8;9
11/06/1999;7363.00;23.5;13.4
11/07/1999;6656.00;23;14
11/08/1999;7890.00;21.8;8.3
11/09/1999;8212.00;19;8.4
11/10/1999;8323.00;19.4;9.7
11/11/1999;8548.00;13.5;10.3
11/12/1999;8425.00;16;10.4
11/13/1999;7463.00;17.3;11
11/14/1999;6896.00;16;6.4
11/15/1999;8119.00;14.4;9.4
11/16/1999;8513.00;17.5;7.7
11/17/1999;8431.00;17.8;4.3
11/18/1999;8392.00;20.4;6.7
11/19/1999;8377.00;19.5;11.4
11/20/1999;7696.00;13;8.4
11/21/1999;7161.00;11.3;3.4
11/22/1999;8327.00;14;3.8
11/23/1999;8795.00;14.8;1.7
11/24/1999;8721.00;17.5;2.7
11/25/1999;8724.00;16.4;4
11/26/1999;8748.00;13.8;6.4
11/27/1999;7684.00;16;6.3
11/28/1999;7245.00;15.5;4.8
11/29/1999;8250.00;15.5;8.8
11/30/1999;8659.00;17.5;11.4
12/01/1999;8516.00;17.3;12.4
12/02/1999;8642.00;19.4;6.8
12/03/1999;8521.00;19;7.8
12/04/1999;7641.00;14.7;7.3
12/05/1999;6843.00;19.5;8
12/06/1999;7109.00;16;6
12/07/1999;8004.00;18.5;3.4
12/08/1999;7542.00;15.5;3.3
12/09/1999;8284.00;15.3;3.8
12/10/1999;8504.00;16;7.4
12/11/1999;7566.00;17.5;9.5
12/12/1999;6765.00;16.8;12.8
12/13/1999;8029.00;20;8
12/14/1999;8233.00;19.8;9.8
12/15/1999;8293.00;17.4;15.8
12/16/1999;8740.00;10.3;5.4
12/17/1999;8414.00;13;-0.2
12/18/1999;7580.00;13;2.4
12/19/1999;6850.00;15.3;8.4
12/20/1999;7985.00;19.8;7
12/21/1999;8432.00;17;5
12/22/1999;8507.00;15.7;4.7
12/23/1999;7944.00;13.8;3.3
12/24/1999;5738.00;17;2
12/25/1999;3897.00;17.4;10
12/26/1999;3994.00;17.4;14.5
12/27/1999;5492.00;20.8;16.8
12/28/1999;5997.00;18.5;13.8
12/29/1999;6131.00;11;9.7
12/30/1999;6085.00;14;5.4
12/31/1999;4960.00;14.4;3.7
01/01/2000;3727.00;16;1.7
01/02/2000;4317.00;14.5;2.4
01/03/2000;6549.00;15;5.4
01/04/2000;7566.00;16.7;3.7
01/05/2000;7413.00;15.8;2.8
01/06/2000;6459.00;15.7;0.4
01/07/2000;7396.00;15.4;1.4
01/08/2000;6952.00;14.3;2
01/09/2000;6501.00;14.5;5
01/10/2000;7915.00;11.3;7.7
01/11/2000;8378.00;11.3;7
01/12/2000;8251.00;15.5;2.4
01/13/2000;8368.00;13.8;2.5
01/14/2000;8147.00;9.8;3.8
01/15/2000;7692.00;9.8;3.8
01/16/2000;7170.00;12.7;6.7
01/17/2000;8000.00;17;4.8
01/18/2000;8210.00;18.5;2.3
01/19/2000;8266.00;18.5;4.5
01/20/2000;8325.00;18.5;4.5
01/21/2000;8331.00;18.5;4.5
01/22/2000;7614.00;18.5;4.5
01/23/2000;7146.00;15;4.5
01/24/2000;8154.00;12.3;1
01/25/2000;8917.00;11;-0.3
01/26/2000;8569.00;12.3;2.7
01/27/2000;8572.00;13.3;6.4
01/28/2000;8183.00;16;5.7
01/29/2000;7418.00;16;5
01/30/2000;6742.00;22.7;5
01/31/2000;7988.00;18.4;7
02/01/2000;8146.00;25;6
02/02/2000;8062.00;23.7;13.3
02/03/2000;8511.00;24;9.8
02/04/2000;8527.00;21;5.5
02/05/2000;7719.00;18.8;4.4
02/06/2000;7068.00;16.5;4.4
02/07/2000;8249.00;22.4;6.4
02/08/2000;8582.00;24.8;10
02/09/2000;8744.00;22.5;10
02/10/2000;8810.00;22.3;6
02/11/2000;8700.00;21.3;8
02/12/2000;7795.00;17.5;8
02/13/2000;7273.00;18;3.3
02/14/2000;8270.00;22.3;11
02/15/2000;8616.00;21;8.7
02/16/2000;8643.00;23.3;9.4
02/17/2000;8761.00;23.8;9.4
02/18/2000;8809.00;24;11.3
02/19/2000;7892.00;26.3;10.8
02/20/2000;7300.00;18;8.5
02/21/2000;8536.00;18.7;8.8
02/22/2000;8926.00;16.5;7
02/23/2000;8923.00;19;7
02/24/2000;8974.00;19;7
02/25/2000;8775.00;18.8;6
02/26/2000;7830.00;18.5;6.8
02/27/2000;6839.00;21;4.4
02/28/2000;8604.00;17;7.7
02/29/2000;8889.00;19;7
03/01/2000;8827.00;25.8;9.3
03/02/2000;8968.00;20;8
03/03/2000;9072.00;19.5;4.3
03/04/2000;8078.00;23;5.7
03/05/2000;7541.00;18.5;7.4
03/06/2000;8756.00;18.4;8.8
03/07/2000;9046.00;18.5;7.7
03/08/2000;9029.00;19.5;7.3
03/09/2000;9036.00;23.3;7.3
03/10/2000;8810.00;23.8;9
03/11/2000;7862.00;23.5;8.4
03/12/2000;7224.00;20.5;9.7
03/13/2000;8493.00;17.5;8
03/14/2000;9157.00;19.3;11
03/15/2000;9059.00;25.8;8.5
03/16/2000;9209.00;18;9.4
03/17/2000;8949.00;23;6.8
03/18/2000;7826.00;22;8
03/19/2000;7321.00;18;9
03/20/2000;8702.00;12.7;10.7
03/21/2000;9211.00;16.3;10.8
03/22/2000;9157.00;14.7;12.8
03/23/2000;8894.00;19.8;13
03/24/2000;8924.00;20.5;9
03/25/2000;8022.00;22.4;9.4
03/26/2000;7103.00;21.5;8.8
03/27/2000;8465.00;21;9.3
03/28/2000;8818.00;17;11
03/29/2000;8759.00;18.8;4.4
03/30/2000;8724.00;18.5;6.5
03/31/2000;8629.00;22;10.4
04/01/2000;7741.00;19.7;10.7
04/02/2000;7132.00;17.8;12.7
04/03/2000;8359.00;21.5;10.4
04/04/2000;8609.00;20.5;10.4
04/05/2000;8402.00;20.7;10
04/06/2000;8410.00;18.7;7.3
04/07/2000;8346.00;17.7;8.7
04/08/2000;7480.00;14.8;12.3
04/09/2000;7163.00;20.3;11
04/10/2000;8531.00;21.8;11.7
04/11/2000;8994.00;23.7;10.8
04/12/2000;8699.00;20.4;11
04/13/2000;8783.00;23.3;13.3
04/14/2000;8892.00;25.3;13.3
04/15/2000;8034.00;20.7;9.4
04/16/2000;7464.00;19;11.7
04/17/2000;8752.00;22.3;11.8
04/18/2000;9130.00;22;12.8
04/19/2000;8758.00;26.5;17.3
04/20/2000;7956.00;28.7;16.3
04/21/2000;6788.00;28.8;16
04/22/2000;6368.00;25.7;12.7
04/23/2000;5792.00;23.4;12.8
04/24/2000;5879.00;27;11.8
04/25/2000;7290.00;24.8;11.7
04/26/2000;7902.00;21.5;11.8
04/27/2000;8004.00;22.1;12.7
04/28/2000;8045.00;22;10
04/29/2000;7317.00;20.8;9
04/30/2000;6530.00;19;13.3
05/01/2000;6558.00;20.3;11.4
05/02/2000;8270.00;23;11.7
05/03/2000;8819.00;22.5;12.4
05/04/2000;8746.00;24;14.5
05/05/2000;8567.00;23.5;15.8
05/06/2000;7604.00;23;12.4
05/07/2000;6964.00;23.3;14.8
05/08/2000;8286.00;22.8;13.5
05/09/2000;8556.00;23.7;14.5
05/10/2000;8563.00;25;14.8
05/11/2000;8790.00;26;14.4
05/12/2000;8606.00;22.7;14.8
05/13/2000;7552.00;26;13.7
05/14/2000;6512.00;27;14.3
05/15/2000;7881.00;26.5;14.3
05/16/2000;8878.00;27;14.4
05/17/2000;8837.00;26.5;15
05/18/2000;8894.00;26.5;15.4
05/19/2000;8741.00;24.5;16
05/20/2000;7729.00;24.8;16
05/21/2000;7149.00;21.8;16
05/22/2000;8423.00;25.3;15.8
05/23/2000;8802.00;25.8;17.4
05/24/2000;8650.00;28;18
05/25/2000;8350.00;29.5;18.3
05/26/2000;8298.00;28.5;19.4
05/27/2000;7357.00;26.3;19.4
05/28/2000;6866.00;34;16.8
05/29/2000;8130.00;33.5;20.5
05/30/2000;8518.00;29.3;21.3
05/31/2000;8372.00;29;20.4
06/01/2000;8421.00;29.3;20
06/02/2000;8377.00;30;20.5
06/03/2000;7587.00;27.4;18.8
06/04/2000;6919.00;27.7;19.5
06/05/2000;8216.00;30.7;17.8
06/06/2000;8692.00;27.5;17.4
06/07/2000;8943.00;26.7;15
06/08/2000;8885.00;27;16.4
06/09/2000;8655.00;25.8;18
06/10/2000;7707.00;21.3;14.5
06/11/2000;6976.00;28.4;15.4
06/12/2000;8442.00;26;15.4
06/13/2000;8689.00;27.8;16.7
06/14/2000;8739.00;28.5;18.7
06/15/2000;8568.00;31;18.3
06/16/2000;8355.00;35;21
06/17/2000;7519.00;32;21.3
06/18/2000;7009.00;25.5;20
06/19/2000;8366.00;27.8;19.4
06/20/2000;8706.00;27;17.8
06/21/2000;8681.00;27.7;18.4
06/22/2000;8711.00;27.8;19.3
06/23/2000;8675.00;27.5;20.8
06/24/2000;7690.00;26.5;21.3
06/25/2000;6982.00;27.7;21.3
06/26/2000;8243.00;27.5;20
06/27/2000;8542.00;32;20
06/28/2000;8512.00;29.7;19.4
06/29/2000;8459.00;29.8;21.4
06/30/2000;8536.00;29.4;20.3
